4basebio Plc ,4BB,	590.00	1,800	0.00%	580.00	590.00	4
Petards ,PEG,	11.50	193	0.00%	11.50	11.50	2
Pennant International ,PEN,	33.70	2,554	0.60%	33.50	33.70	2
Petrel Resources ,PET,	1.65	0	0.00%	1.65	1.65	0
Pathfinder Minerals ,PFP,	0.575	14,911	0.00%	0.575	0.575	3
Personal Group ,PGH,	325.00	8,228	0.00%	325.00	325.00	3
Plant Health ,PHC,	10.10	613,643	4.66%	0.00	0.00	9
Powerhouse Ener ,PHE,	4.15	8,668,546	0.00%	4.15	4.30	180
PHSC ,PHSC,	18.50	0	0.00%	18.50	18.50	0
Brighton Pier ,PIER,	73.50	7,820	1.38%	72.50	73.50	7
PipeHawk ,PIP,	24.50	855,812	24.37%	20.50	26.00	60
Pires Inv ,PIRI,	7.60	1,220,075	4.11%	7.30	7.60	20
Parkmead ,PMG,	40.20	20,312	0.00%	40.20	40.20	4
Premier Miton ,PMI,	188.50	35,699	-3.58%	188.50	192.50	22
Portmeirion ,PMP,	705.00	19,244	0.71%	700.00	705.00	21
Poolbeg Pharma ,POLB,	8.75	305,346	4.79%	8.25	8.75	17
Polar C. Hldgs ,POLR,	679.00	438,026	-3.00%	674.00	697.00	886
Polarean Imag. ,POLX,	58.00	237,406	0.00%	58.00	58.00	33
Plexus ,POS,	8.75	17,917,951	-2.78%	8.30	9.50	149
Power Metal ,POW,	1.575	3,229,138	-1.56%	1.60	1.60	26
President Enrgy ,PPC,	1.825	2,526,844	4.29%	1.70	1.90	22
Proton Mtr Pwr ,PPS,	18.50	198,826	2.78%	17.50	18.50	32
Premier African Minerals ,PREM,	0.179	71,234,133	-1.10%	0.179	0.18	234
Pressure Tech ,PRES,	76.00	8,673	2.01%	76.00	76.00	3
Primorus Inv. ,PRIM,	3.40	63,454	0.00%	3.40	3.40	2
Proteome ,PRM,	5.025	253,446	6.91%	0.00	0.00	5
Prime People ,PRP,	78.50	3,700	0.64%	78.00	78.50	3
Blue Prism ,PRSM,	1,263.00	549,730	0.00%	1,263.00	1,265.00	253
Petrotal Corpo. ,PTAL,	25.50	4,890,702	2.00%	24.50	25.50	12
Pittards ,PTD,	59.50	0	0.00%	59.50	59.50	0
Petroneft ,PTR,	3.60	496,109	0.00%	3.60	3.60	6
Pelatro Plc ,PTRO,	35.00	16,358	1.45%	34.50	35.00	3
Parity ,PTY,	6.75	8,000	0.00%	6.75	6.75	1
Purplebricks ,PURP,	23.90	1,616,316	0.53%	23.25	23.95	88
Providence Res. ,PVR,	2.65	1,801,435	0.00%	2.65	2.65	3
Phoenix Copper. ,PXC,	46.50	213,146	-2.11%	46.50	48.00	46
Prospex Eng ,PXEN,	3.95	69,487	-1.25%	3.95	4.05	6
Provexis ,PXS,	0.80	253,339	0.00%	0.00	0.00	6
Physiomics ,PYC,	5.90	711,709	-0.84%	5.90	6.05	16
Quantum Block ,QBT,	2.85	6,713,892	0.00%	2.85	2.95	95
Quadrise Fuels ,QFI,	2.525	1,721,665	3.06%	0.00	0.00	13
Quartix Tech ,QTX,	395.00	5,077	0.00%	395.00	395.00	7
Quiz ,QUIZ,	15.725	18,955	0.00%	0.00	0.00	4
Quixant ,QXT,	177.50	44,261	3.50%	175.00	177.50	14
Ra Internation. ,RAI,	48.50	7,136	0.00%	48.50	48.50	5
Reabold Resources ,RBD,	0.165	14,971,010	0.00%	0.165	0.165	7
Rev Bars ,RBG,	22.90	412,844	-2.97%	22.90	22.90	48
Rbg Holdings ,RBGP,	125.00	9,973	-1.19%	125.00	125.00	4
Robinson ,RBN,	85.00	8,743	0.00%	85.00	85.00	3
Redcentric ,RCN,	123.00	563,533	0.82%	122.00	125.00	44
Rosslyn Data ,RDT,	3.73	4,665,775	-13.26%	3.73	4.00	37
React Group ,REAT,	2.125	10,831,119	25.00%	1.90	2.15	141
Reneuron ,RENE,	81.00	99,687	1.25%	81.00	83.50	19
Renalytix Plc ,RENX,	550.00	7,800	-2.65%	550.00	565.00	15
Revolution Bg ,REVB,	117.50	64,790	-1.26%	117.50	119.50	39
Ramsdens Hldgs ,RFX,	166.00	7,419	0.00%	166.00	166.00	8
Real Good Food ,RGD,	3.05	15,661	0.00%	3.05	3.05	2
Riverfort ,RGO,	1.375	529,363	0.00%	1.375	1.375	7
Rockhopper ,RKH,	9.76	1,165,348	2.18%	9.02	9.81	49
Rockwood Realis ,RKW,	1,490.00	5,177	-1.00%	1,490.00	1,505.00	16
REI ,RLE,	40.50	136,384	0.00%	40.50	40.50	15
Rambler ,RMM,	36.75	1,967,853	2.94%	35.50	35.50	136
Renold ,RNO,	29.80	94,572	0.68%	29.80	29.80	9
Renew Holdings ,RNWH,	803.00	146,066	0.88%	794.00	810.00	178
Rockfire ,ROCK,	0.57	2,037,265	0.00%	0.57	0.57	8
Rotala ,ROL,	30.50	15,000	0.00%	30.50	30.50	1
Randall&quilter ,RQIH,	171.00	72,497	-0.43%	171.00	171.00	19
Red Rock Resources ,RRR,	0.575	3,762,156	0.00%	0.56	0.575	9
Restore ,RST,	490.00	461,982	1.66%	490.00	490.00	31
Rtc Grp. ,RTC,	42.50	0	0.00%	42.50	42.50	0
Rua Life Sci. ,RUA,	67.00	76,639	0.00%	67.00	67.00	8
Rurelec ,RUR,	0.50	71,966	0.00%	0.50	0.50	1
Rws Hldgs ,RWS,	576.50	851,604	-1.03%	572.00	586.50	746
M&C Saatchi ,SAA,	183.50	325,825	3.97%	176.00	183.50	140
Microlise Grp ,SAAS,	200.00	13,674	0.00%	200.00	200.00	7
Simec Atlantis ,SAE,	1.48	1,966,010	-2.95%	1.48	1.54	41
Science Group ,SAG,	450.00	57,254	0.00%	450.00	460.00	37
SpaceandPeople ,SAL,	13.00	42,624	4.00%	12.40	13.00	4
Sareum ,SAR,	4.30	1,950,521	2.38%	4.20	4.40	46
Savannah Resources ,SAV,	4.88	5,860,317	1.67%	4.70	4.88	72
Savannah Energy ,SAVE,	27.30	2,560,084	0.00%	27.00	27.70	131
Silver Bullet ,SBDS,	240.00	0	0.00%	240.00	240.00	0
Sourcebio Int ,SBI,	157.50	16,423	0.00%	157.50	157.50	11
Skinbiotherap. ,SBTX,	37.00	68,873	-0.67%	37.00	37.25	19
Surface Transforms ,SCE,	52.00	256,981	4.00%	50.00	52.00	33
Scirocco Energy ,SCIR,	0.775	1,048,006	0.00%	0.775	0.775	8
Scancell Holdings ,SCLP,	20.75	340,593	-2.35%	20.75	21.25	18
Sndrsn Dsn ,SDG,	155.50	128,585	0.65%	153.00	155.50	31
SDI Group ,SDI,	198.00	144,853	-1.98%	197.00	200.00	41
SDX Energy ,SDX,	10.75	447,649	2.38%	10.25	10.75	13
Sec Newgate ,SECN,	86.50	0	0.00%	86.50	86.50	0
Saietta ,SED,	245.00	112,971	8.89%	245.00	245.00	58
Seeing ,SEE,	10.40	2,458,749	0.00%	10.24	10.48	106
Seed Innov ,SEED,	6.90	2,036,909	0.00%	6.65	6.90	41
Seeen ,SEEN,	25.00	2,500	0.00%	25.00	25.00	1
Sensyne Health. ,SENS,	75.50	60,565	0.00%	75.00	75.50	12
Serinus Energy ,SENX,	1.625	2,152,845	-1.52%	1.625	1.65	13
Safestyle Uk ,SFE,	51.80	10,061	2.53%	51.80	51.80	3
Stanley Gibbons ,SGI,	2.50	1,727	0.00%	2.50	2.50	3
Scotgold Di ,SGZ,	67.50	5,080	0.00%	69.00	69.00	3
Shanta Gold ,SHG,	9.00	2,363,063	1.93%	9.00	9.00	57
Shoe Zone ,SHOE,	140.00	966,592	-3.45%	140.00	142.00	44
Secure Income Reit ,SIR,	428.00	350,498	0.94%	423.00	428.50	364
Science Sprt ,SIS,	69.50	362,789	0.72%	69.00	69.50	11
600 Group ,SIXH,	13.50	11,354	0.00%	13.50	13.50	1
San Leon ,SLE,	39.968	0	0.00%	0.00	0.00	0
Sylvania Pl ,SLP,	96.00	1,144,689	4.35%	91.00	96.00	159
Spectral Md ,SMD,	36.50	5,854	0.00%	36.50	36.50	1
Strategic Minerals ,SML,	0.30	4,368,238	0.00%	0.30	0.325	8
Smartspace ,SMRT,	77.00	8,378	0.00%	77.00	77.00	6
Smart Metering ,SMS,	798.00	113,901	-1.12%	798.00	825.00	341
Synairgen ,SNG,	193.30	932,114	0.10%	190.10	198.00	518
Sabien Tech. ,SNT,	28.00	241,759	2.75%	27.25	28.00	19
Synectics ,SNX,	92.50	43,511	-5.13%	92.50	97.50	11
Solid State ,SOLI,	1,235.00	11,776	-2.76%	1,235.00	1,270.00	19
Somero Enter Di ,SOM,	590.00	250,753	1.72%	585.00	590.00	71
Sosandar ,SOS,	30.75	19,302	0.00%	30.75	30.75	7
Sound Energy ,SOU,	2.15	4,760,832	4.88%	2.15	2.18	47
1Spatial Holdings ,SPA,	47.50	57,466	0.00%	47.50	47.50	11
Sopheon ,SPE,	890.00	3,219	-3.78%	890.00	890.00	1
Inspecs Group ,SPEC,	408.00	94,865	2.00%	408.00	408.00	16
Sportech ,SPO,	39.00	80,079	-2.50%	39.00	39.00	6
Springfield Pr. ,SPR,	147.50	42,289	0.00%	145.00	148.50	9
Spectra ,Unres, ,SPSY,	155.00	34,394	0.65%	154.00	155.00	5
Serica ,SQZ,	240.50	842,023	-1.23%	237.00	244.00	320
Serabi ,SRB,	58.00	10,192	0.00%	57.00	57.00	2
Sigmaroc ,SRC,	97.00	207,535	-1.62%	95.60	95.60	37
Sunrise Res ,SRES,	0.195	4,354,050	0.00%	0.195	0.195	5
Srt Marine Sys. ,SRT,	47.50	240,152	0.00%	47.00	47.50	21
Safestay ,SSTY,	19.50	0	0.00%	19.50	19.50	0
Star Phx Grp ,STA,	1.30	58,399	0.00%	1.30	1.30	9
Staffline ,STAF,	60.00	268,702	-0.17%	58.60	60.00	35
Steppe Cement ,STCM,	40.00	71,329	-3.61%	39.00	40.00	19
Stm Grp. ,STM,	31.00	12,445	0.00%	31.00	31.00	3
Shield Thera ,STX,	44.00	403,898	2.33%	43.50	44.00	63
Sutton Harbour Holdings ,SUH,	24.00	40	0.00%	24.00	24.00	1
Sumo Group Plc ,SUMO,	512.00	5,099,824	0.00%	512.00	513.00	80
Surgical Innovations ,SUN,	2.30	197,576	0.00%	2.30	2.30	5
Supreme Plc ,SUP,	242.50	61,176	2.11%	237.50	242.50	32
Sureserve ,SUR,	96.50	94,130	0.00%	95.00	96.50	22
Starvest ,SVE,	15.00	15	0.00%	15.00	15.00	1
Shearwater ,SWG,	115.50	14,139	1.76%	113.50	115.50	5
Symphony Env. ,SYM,	24.00	552,255	-2.04%	23.25	24.50	25
Sysgroup ,SYS,	29.00	25,013	0.00%	29.00	29.00	3
System1 Group ,SYS1,	435.00	5,107	0.00%	435.00	435.00	4
Tatton Asset M. ,TAM,	554.00	33,090	0.36%	548.00	556.00	40
Tasty ,TAST,	5.25	15,238	0.00%	5.25	5.25	4
Tavistock ,TAVI,	4.25	119,749	0.00%	4.25	4.25	2
Tinybuild Inc S ,TBLD,	201.00	4,509	0.00%	201.00	201.00	3
Team ,TEAM,	68.50	3,900	1.48%	67.50	68.50	5
TekCapital ,TEK,	33.75	1,192,154	2.27%	33.75	35.25	87
Ten Life ,TENG,	117.00	73,990	1.29%	115.00	117.00	26
Tern ,TERN,	13.50	748,649	-3.57%	13.50	14.00	35
Thorpe ,F.w, ,TFW,	490.00	6,778	0.00%	490.00	490.00	4
Tekmar Group P. ,TGP,	54.00	1,823,561	5.88%	50.20	56.00	81
Thor Mining ,THR,	0.675	1,520,086	0.00%	0.675	0.675	15
Thruvision Grp ,THRU,	25.60	192	0.00%	25.60	25.60	1
Crimson Tide ,TIDE,	2.80	0	0.00%	2.80	2.80	0
Time Finance ,TIME,	27.00	117,462	0.00%	27.00	27.00	14
Tiger Resource ,TIR,	0.275	0	0.00%	0.275	0.275	0
Tlou Energy ,TLOU,	2.30	36,569	0.00%	2.30	2.30	4
Totally ,TLY,	33.10	232,030	0.00%	33.10	33.10	10
Team17 Group ,TM17,	714.00	117,043	-6.67%	714.00	765.00	97
The Mission Group ,TMG,	69.00	52,523	0.00%	69.00	69.00	14
Time Out ,TMO,	58.50	39,922	0.00%	58.50	58.50	3
Tandem Group ,TND,	585.00	11,800	0.86%	580.00	585.00	11
Tintra Plc ,TNT,	200.00	300,481	33.33%	152.50	215.00	183
Tomco Energy ,TOM,	0.66	9,802,661	4.76%	0.66	0.67	33
Titon ,TON,	113.50	7,700	-1.30%	113.50	113.50	7
Propty Franchis ,TPFG,	314.00	5,821	0.00%	313.00	314.00	11
Tp Grp ,TPG,	3.725	609,081	-1.32%	3.725	3.775	4
Tpximpact Hldg ,TPX,	245.00	14,342	0.00%	245.00	245.00	7
T42 Iot Track. ,TRAC,	23.50	732,336	17.50%	20.00	24.50	54
Trafalgar Prop ,TRAF,	0.625	0	0.00%	0.625	0.625	0
Trakm8 Hldgs ,TRAK,	23.00	27,729	0.00%	23.00	23.00	3
Tribal Grp. ,TRB,	97.00	486,376	0.51%	97.00	103.00	18
Tracsis ,TRCS,	980.00	120,321	0.00%	980.00	980.00	22
Trinity ,TRIN,	131.50	39,905	0.00%	131.50	132.50	10
Trellus Health. ,TRLS,	47.00	8,683	0.00%	47.00	47.00	3
Tremor Int Ltd ,TRMR,	520.00	134,522	0.78%	510.00	530.00	314
Tower Resources ,TRP,	0.365	3,917,717	1.39%	0.36	0.365	12
Trident Royal. ,TRR,	37.00	194,683	0.00%	37.00	37.00	13
Transense ,TRT,	78.50	18,006	0.00%	78.50	78.50	4
Trufin Plc ,TRU,	86.50	123,406	5.49%	82.00	86.50	20
Tissue Regenix Group ,TRX,	0.50	2,836,210	0.00%	0.49	0.50	25
Thinksmart Ltd ,TSL,	49.60	625,242	0.20%	49.00	50.00	51
Touchstar Plc ,TST,	77.50	250	0.00%	77.50	77.50	1
Tristel ,TSTL,	412.50	14,455	-0.60%	412.50	415.00	24
Tungsten West ,TUN,	61.00	60,866	-0.81%	61.00	61.50	21
Focusrite ,TUNE,	1,400.00	35,772	1.08%	1,400.00	1,420.00	58
Tungsten Corp ,TUNG,	38.00	84,411	4.28%	37.60	38.00	11
Trackwise Desi. ,TWD,	92.50	36,958	0.54%	92.00	92.50	17
Touchst Ex Di ,TXP,	93.00	901,688	0.00%	92.00	94.50	36
Tertiary Minerals ,TYM,	0.20	740,726	0.00%	0.20	0.20	8
Alien Metals ,UFO,	0.675	35,122,717	0.00%	0.64	0.675	108
Union Jack ,UJO,	14.25	658,224	-1.72%	14.25	14.50	33
Uk Oil & Gas ,UKOG,	0.11	86,536,830	-2.22%	0.108	0.115	66
Uls Tech ,ULS,	83.00	31,572	0.24%	82.20	83.00	7
Universe ,UNG,	11.50	3,000	0.00%	11.00	11.50	1
United Oil&gas ,UOG,	2.60	5,328,178	-0.95%	2.60	2.77	46
Uniphar Plc ,UPR,	357.00	20,765	-5.56%	355.00	378.00	10
Uru Metals ,URU,	165.00	65	0.00%	165.00	165.00	1
Univision ,UVEL,	0.625	0	0.00%	0.625	0.625	0
Valirx ,VAL,	28.25	273,455	-2.59%	28.00	29.00	36
Van Elle ,VANL,	47.00	24,455	-1.05%	47.00	47.50	7
Various Eat. ,VARE,	69.00	28,878	-0.72%	69.00	69.50	9
Vast Res ,VAST,	1.88	1,340,238	-1.05%	1.88	1.88	22
Vector Capital ,VCAP,	47.00	38,514	8.05%	47.00	47.00	6
Victoria ,VCP,	1,200.00	272,084	0.00%	1,200.00	1,200.00	34
Verditek ,VDTK,	2.60	102,940	0.00%	2.60	2.60	10
Velocity Comp ,VEL,	25.00	1,716	-3.85%	25.00	26.00	1
Vela Tech. ,VELA,	0.041	111,769,964	6.45%	0.039	0.041	59
Victorian Plum ,VIC,	107.60	435,494	-2.18%	106.40	113.40	368
Virgin Wines ,VINO,	207.50	5,384	0.00%	207.50	207.50	3
Volvere ,VLE,	1,230.00	0	0.00%	1,230.00	1,230.00	0
Venture Life ,VLG,	45.00	198,220	-1.64%	44.50	46.50	22
Velocys ,VLS,	7.50	4,420,723	-1.19%	7.39	7.57	147
Volex ,VLX,	311.50	376,441	-0.48%	307.00	315.00	415
Vianet Grp ,VNET,	102.50	16,407	0.00%	102.50	102.50	4
Victoria Oil & Gas ,VOG,	4.45	365,935	3.73%	4.35	4.45	17
Verici Dx ,VRCI,	50.00	188,012	0.00%	50.00	50.00	13
Versarien ,VRS,	31.00	176,943	-0.65%	30.75	31.00	36
Vertu Motors ,VTU,	72.00	1,141,008	-0.55%	71.60	73.20	274
Warpaint London ,W7L,	156.50	3,918	0.00%	156.50	156.50	3
Wandisco ,WAND,	327.00	88,657	-1.21%	314.00	338.00	145
Water Intel. ,WATR,	1,140.00	2,152	3.64%	1,140.00	1,140.00	6
Woodbois ,WBI,	4.00	42,620,479	-6.98%	3.80	4.125	49
Webis ,WEB,	3.70	322,470	2.78%	3.60	3.70	8
Wentworth Res. ,WEN,	23.00	107,954	2.22%	22.00	23.00	12
WHIreland ,WHI,	46.00	0	0.00%	46.00	46.00	0
Warehouse Reit ,WHR,	165.20	1,527,831	0.12%	163.00	167.20	409
Naked Wine ,WINE,	604.00	107,318	1.51%	584.00	615.00	354
M Winkworth ,WINK,	208.00	12,787	0.48%	208.00	208.00	8
Watkin Jones ,WJG,	263.00	416,788	2.14%	256.50	269.50	356
Weiss Korea Opp ,WKOF,	242.00	0	0.00%	238.00	242.00	0
Windar Photo ,WPHO,	17.50	2,600	0.00%	17.50	17.50	1
W Resources ,WRES,	4.75	808,262	3.26%	4.60	4.75	23
Wishbone ,WSBN,	9.50	598,003	-2.06%	9.50	9.60	23
Westminster Group ,WSG,	3.40	834,613	-5.56%	3.40	3.60	15
Westmount Engy. ,WTE,	8.125	417,936	3.50%	7.85	8.25	14
Wynnstay ,WYN,	570.00	9,620	0.00%	570.00	570.00	9
Xlmedia ,XLM,	42.00	240,534	0.00%	42.00	42.00	15
Xpediator Plc ,XPD,	51.00	108,995	1.49%	50.75	51.00	15
Xp Factory ,XPF,	30.50	81,844	1.67%	30.50	30.50	8
Xeros Tech ,XSG,	118.50	1,110	0.00%	117.00	118.50	3
Xtract ,XTR,	5.50	2,746,662	0.00%	5.60	5.60	42
Yellow Cake Plc ,YCA,	342.00	791,495	0.29%	340.50	355.00	1,014
Yourgene ,YGEN,	12.25	1,978,575	4.26%	11.75	12.25	29
Young & Co 'A' ,YNGA,	1,540.00	18,337	-3.75%	1,535.00	1,610.00	200
Young & Co N/v ,YNGN,	850.00	3,091	1.18%	850.00	850.00	16
YouGov ,YOU,	1,470.00	453,469	1.38%	1,470.00	1,470.00	45
Yu Group ,YU.,	280.00	17,688	9.80%	265.00	280.00	27
Zambeef Prod. ,ZAM,	7.875	110,000	1.61%	7.875	7.875	4
Zenova Grp ,ZED,	17.25	47,975	-2.82%	17.25	17.75	6
Zinc Media ,ZIN,	82.50	14,531	6.45%	77.50	82.50	9
Zanaga Iron ,ZIOC,	4.19	215,662	-4.07%	4.19	4.41	13
Zinnwald Lith. ,ZNWD,	19.25	2,244,392	-6.10%	19.25	19.75	259
Zoltav Res ,ZOL,	22.50	0	0.00%	22.50	22.50	0
Zoo Digital ,ZOO,	133.00	175,928	0.00%	132.00	132.00	24
Zephyr Energy ,ZPHR,	7.00	1,392,045	2.19%	6.85	7.00	42
Zytronic ,ZYT,	170.00	8,800	0.00%	170.00	170.00	7